#{"t_start": 1739553070.898548, "env_id": "supertuxkart/flattened_continuous_actions-v0"}
r,l,t
-86.956541,1500,6.352133
-130.89238,1500,9.307176
-120.928701,1500,11.796873
-108.364545,1500,14.16746
-120.77235,1500,17.237715
-130.65199,1500,20.112997
-147.202613,1500,22.369758
-90.053864,1500,24.728953
-131.647961,1500,27.36137
-116.695322,1500,29.875192
-144.397281,1500,33.284591
-110.291786,1500,35.287242
-108.305035,1500,37.63245
-101.925242,1500,39.749813
-100.407045,1500,41.745105
-119.594698,1500,44.732238
-110.566238,1500,46.889415
-128.093129,1500,48.89163
-59.565009,1500,51.471158
-118.49323,1500,54.091617
-143.998835,1500,56.590199
-70.206717,1500,59.684198
-93.48119,1500,61.922771
-89.524469,1500,64.550938
-96.837753,1500,67.110169
-95.613923,1500,69.678129
-114.081509,1500,72.141696
34.513387,1500,75.10959
-108.87785,1500,77.470835
-93.194955,1500,79.847768
-148.615432,1500,82.206662
-126.0,1500,84.426428
-138.874118,1500,89.99206
-149.612584,1500,93.377229
-118.395088,1500,96.499184
-103.317374,1500,99.017002
-99.142497,1500,101.482474
-148.765652,1500,104.14417
-108.909982,1500,106.854292
-73.140086,1500,108.861696
-98.08722,1500,111.482893
-101.049725,1500,113.78971
73.318797,1500,116.280204
-88.49079,1500,118.728994
28.604937,1500,120.607867
12.005087,1500,122.887654
-123.96071,1500,125.065332
-103.740682,1500,127.615424
-149.665161,1500,129.96595
-99.310195,1500,132.49018
-93.446558,1500,135.065176
-149.840825,1500,138.173429
-93.909882,1500,140.543546
-133.222043,1500,143.198334
-125.140643,1500,145.40349
-147.658526,1500,147.778195
-98.47695,1500,150.125806
-71.806607,1500,152.677848
-150.0,1500,155.723753
-120.939406,1500,158.054248
198.787082,1500,159.978564
-103.0,1500,162.424474
-126.0,1500,164.956176
62.295845,1500,167.71538
-146.766995,1500,170.578787
-8.092332,1500,172.615746
-122.887132,1500,178.04726
-87.856238,1500,180.569257
-102.08015,1500,183.036717
-66.710431,1500,185.824398
10.624936,1500,187.863833
-81.217773,1500,190.231859
958.47749,1500,192.553691
28.774097,1500,194.62263
175.865233,1500,197.407287
-125.30892,1500,199.5671
-74.513585,1500,201.6641
-97.376015,1500,204.095631
-102.229227,1500,207.33017
853.682092,1500,209.643497
-29.897415,1500,211.60903
-147.087438,1500,214.077567
325.569556,1500,216.81868
-101.767219,1500,219.65131
902.900513,1500,222.658188
-125.647742,1500,224.993914
-102.87607,1500,227.991815
-124.721656,1500,230.278484
-150.0,1500,233.347197
-22.416052,1500,235.90656
-101.873661,1500,239.226102
-102.663771,1500,242.869889
-103.0,1500,245.330092
-140.588446,1500,247.714629
-150.0,1500,250.433433
-103.0,1500,252.955342
-121.918618,1500,255.674248
-125.965494,1500,258.178463
34.716037,1500,260.821772
836.47749,1500,263.183164
-150.0,1500,266.040662
-100.894027,1500,268.657623
159.507285,1500,271.595879
-56.260431,1500,274.249609
-150.0,1500,276.131585
-134.964087,1500,278.733453
340.136748,1500,281.351477
139.604937,1500,283.403643
-122.984023,1500,286.056662
-150.0,1500,288.38667
-143.846077,1500,290.678832
-90.065222,1500,293.278282
-150.0,1500,296.131757
-102.337055,1500,299.183337
-100.843921,1500,301.773935
-94.903864,1500,304.105593
283.245165,1500,306.557752
-134.951749,1500,308.968196
-121.690234,1500,314.432525
-150.0,1500,319.676118
-98.646695,1500,322.091461
-98.96228,1500,324.595629
-86.420351,1500,327.088897
-144.842492,1500,329.673173
-122.789953,1500,332.198033
-113.10511,1500,334.762516
-102.552852,1500,336.937602
-103.0,1500,339.74246
-104.248711,1500,342.102109
-50.516287,1500,344.665792
78.911218,1500,346.544648
-79.323322,1500,349.084987
-100.593051,1500,352.530293
